sentiment	text
neg	Ready to go to work... 
neg	@CieraWilson  I am so so Ci.  Still sore  But at least not as queezy. Need a break already though and I JUST went back! lol
neg	Why is it everyday im in more pain instead off it getting better 
neg	@lawzspoken I said sorry!  lol
neg	today was soo frustrating. jduiwh! going back to comcast cause i forgot stuff! 
neg	@kayharkins probably! we all have tornado warnings  there's a tornado in the southside right now
neg	@Sahara_Kim have you tried taking a break of a couple of weeks from running to help? no fun running when feet/legs hurt 
neg	"@lndsy_rsn idk I'm just bored  I guess I'm going to bed, good nite"
neg	In english class.. Oh goooooood not feeling good   What's up whit being sick?? :O... hate it 
neg	@delaneygates  sorry about your dog
neg	I really wanna go camping. 
neg	@JoshuaGrunewald Milwaukee a bad place? 
neg	@_cutpastehero I can't leave. 
neg	@Ellavemia didnt I already say how hungry i am? No time for eating 
neg	@discomaz muy temprano. Necessito chabo though... 
neg	I'm exhausted. Today was a long and sad day 
neg	"todae is a good day, first i get MONeYY$ then sleepover, summer is the greatest! i never want to go back to scool  stupid boys!!!"
neg	"@MissJizzle No, it somehow got stuck on my bed rail last night and uh, pulled my toenail completely off. "
neg	Its official I'm broke.   ~:MwM:~
neg	sorry for not posting so many updates   been busy...
neg	Mad xbox live was offline why the week i get out of school thats so gay 
neg	Feeling so lazy yet contented. I dun want classes to start.  not yet.
neg	"#frenchopen its 5-5 now, with serves "
neg	Got the Ac fixed.  Out $2negneg.  No tattoo for me.  
neg	Today was truly just about memories 
neg	i was convinced up until recently that yesterday was thursday. 
neg	calorie counting is depressing 
neg	@ddsy it would be more fun to send tweets through our phones ! 
neg	@JizBSB omg really? that sucks  do you have more pain killers until tom?
neg	It's raining today. 
neg	I Miss You. 
neg	is up really early. I couldn't sleep because the big egg-sized mosquito bites REALLY hurt. Nothing is helping against them so far. 
neg	should be on the lake right now! not work 
neg	@edelr doubt it it's a sturday night  not good
neg	@unahealy  I'm sorry to hear that you have to miss it 
neg	Photo: liveincolor: I miss them.  http://tumblr.com/xdw1xgxhq
neg	so jealous im not going to see take that in hamden 
neg	@ogberry aww night  sorry for going spazz mode daddy lol
neg	Nooooooooo. The automatic loveletter acoustic show is when im out of town. Soooooo saddening. 
neg	ate bean and cheese dip and tacos for dinner... sleeping next to steve will be stinky 
neg	@rezasalleh I am not sure if I can bring myself back to SG 
neg	"@nileyxlove Thank you  &amp; oohh  i think he's just gotten to the breaking point of all the hate made towards him and AHH, one more week ,."
neg	@BondServantLZ i can't 
neg	must find hair salon too hungover to do own hair 
neg	Two hours til church (: And I have to go now 
neg	thinking that the iTunes update may be an overnight job... I hate being without my phone for this long!! 
neg	ate wayy too much  
neg	"@actiontec ever since i put security pws on my homeplug av system, it wont create a link   heeelp"
neg	i feel like im high lol allergies are kicking my butt right now feel so drowsy.. someone please help 
neg	"@_idioteque Exams suck  I handed 1st piece of MRes work in on Fri. Not got anything to hand in until Sept now, then diss Sept after that!"
neg	"@goehringer saw your post   get an IV w/saline and oxygen... Works better than drugs! Trust me, I've been there."
neg	@anntoni no   didn't c that one
neg	@thecreativeone ah  lucky i really wanted to see it but oh well i can wait to buy it or rent
neg	@gweNDlamb u also need to stop being mean to ur fiance 
neg	No nice dreams about TV presenters last night  But I do recall a big ship &amp; a lightbulb that had neon pink fish inside it. Very strange.
neg	"@TenaciousTay  When it rains it pours, I guess. However, you're still awesome."
neg	training is silly when its cold 
neg	"haircut isnt short enough, poop! "
neg	My New Moon background wnt show  and my Miley display pic wnt work 
neg	"Happy birthday daddy, life sure is a bit gloomy without you here. I miss you so much. "
neg	"@paulzonca yah, thats how much of my lsl goes "
neg	@tado It says 2pos months in the letter I got. 
neg	It´s saturday and I´m cleaning all flat 
neg	at work 
neg	@MCJulianMC i miss you 
neg	Five minutes into this movie and im already crying. 
neg	nothing to do 
neg	@Jonasbrothers pshhhht! it should be AUSTRALIA HERE WE COME! 
neg	Badtrip. Cra ung pc n my tweetdeck  lht ng files ko andun  d mkpgsoundtrip d mknuod ng vids. d mktingn ng pics. lht WALA NA!!! (
neg	"@amandapalmer very sorry about the kidney infection, i've had one once it was very painful the first couple days. but it gets better "
neg	Hubby has such a tight scedule for us during easter vaca that its stressing me out... 8 visits all over Denmark in 6 days 
neg	I forgot my dayquil 
neg	"If u came to visit, u would have to eat a 5 dollar meal: hamburger, beans, chips, ice cream. Yea, not a rip off at all "
neg	hate not saying goodbye to party guests but i fell asleep! i feel bad 
neg	@nickshepard wow that is very funny but i laughed and looked around to notice that i cannot enjoy that joke with anyone here 
neg	@CarpathiaB Thanks!  Me too!  @naukhel It was one of the worst feelings in the world.  
neg	@MTcoffinz I wish I had HBO--I can't watch any of those shows 
neg	@Splantiago why not?!!!!   (and I sai &quot;maybe&quot;) I need to get out of my house!
neg	http://twitpic.com/poswz1i - cristal pos crystal LOL... bein mad corny cause i miss her  HAPPY MOTHERS DAY
neg	tried to take a pic on ubertwitter and now that shit is frozen. 
neg	@kirstiealley way. She had a root canal.  Feel better!
neg	http://twitpic.com/6s6y2 - Is blue better?  I think I'm not getting either.  MOA shopping is so much better!!  
neg	I am in a sea of people at the festival. Soo crowded. I wish I could use twitpic to show you 
neg	I'm going to miss grandma the most 
neg	!@#$ tomorrow's Monday 
neg	@DonnieWahlberg I tried to order some @b_club stuff but everything was sold out. 
neg	jinxed em.   gave up a run the second i started watching 
neg	Ugh. Wish i had some cheezits.  lawls
neg	Its raining  Hardly anyone is on the streets damn ! Me and my familie gonna go on a covered wagon journey today.
neg	wow.. that's awkward. I stick my hand down my shirt to fix my boob and @fudgesickle17 's step dad walks out and sees me. 
neg	@circustae Why you unfollow me? Am I boring u? 
neg	Well im not going anywhere soon. Looks alike i have a flat tire  Pretty dumb that the vehicle doesnt come with a &quot;Spare Tire&quot;
neg	Up on Saturday  http://myloc.me/posCuK
neg	is saddned that the new series of top gear is starting tonight and i will b in the shit hole 
neg	@UrbaneGorilla what's wrong with TN? Yes sad. 
neg	cant wait for the weekend ... DJin in Estonia with the Bunty..... not looking forward to the 6am flight on Friday though 
neg	@Mychal_Smith I don't know!!! I don't have a good excuse for this one ... 
neg	just seen people slaggin me off on bebo 
neg	Misses her carpool buddy  2 hrs alone in traffic is no fun alone...
neg	visas...flights...accommodation.. &gt;&lt; thought my role playing coursework was over..  more to do.. Prepping at the mo
neg	"Time to get iPhone OS 3.neg, but I gotta update iTunes first "
neg	@TheFatBoys Where are the FatLibs? 
neg	"@landoncassill Shoot man, I have so many friends I don't even notice that stuff...I think I only have 5negneg friends "
neg	@Anhzie i agree 
neg	"@victorvitug where did you guys ate last night? sorry wasnt able to text back asap, was super busy with the meeting. "
neg	"I gave it a few to be sure, but it totally sucks. Apple keyboard keys are much mushier now then the one I bought in Feb. Mediocre at best "
neg	"The theory we're working on now is that the tendon has come away from the pattelar, and if that's the case, I will need surgery "
neg	I hate that I'm going to be at work all day and the rest of my house is off 
neg	@EmmaATLx I don't even have that. All I have is my phone and my music. 
neg	Hmmm Shazam geotags your identified tracks but doesn't tweet them? Lamesauce. 
neg	@tath @lid_ acho que minha pupe morreu 
neg	"Good morning, sunshine!  It's finally a beautiful day in Chicago! Too bad I have to work on a paper all day... "
neg	@autism_hub sad about that pos yr old 
neg	anyone taking bets on how bad the US gets beat by Brazil today? #USMNT VERY frustrated with the way our boys are playing lately... 
neg	"Freshly baked oatmeal chocolate chip cookies are good, but don't replace my SO "
neg	I'm craving for a boost juice. But I have a sore throat 
neg	i totally want to see the queers this friday and have no one to go with  wanna go to a show?
neg	never will the backing up of the iphone take so long  
neg	"@CocaBeenSlinky Searched the other week, could only find 5 mins stuff on youtube "
neg	@oaboa did you mean  or 
neg	@ShuffleArt @paddytan roger said ishop closing cos i asked for too many freebies 
neg	Mind That Bird - soooo close!  Hey winning the Derby is enough!
neg	@RiniGrandViper AGH I MISS YOU TOO. 
neg	The auction was fun enough. Glad i'm home though. Sad that Cody hasn't called me.  Oh well off to bed or maybe a movie first.
neg	http://twitpic.com/6bbmb - had to evacuate due to a false fire alarm. This is the third time since I moved in here! 
neg	I want this guy soo badly 
neg	@mitchelmusso I would Come but im in england 
neg	I'm so sleepy  but i can't sleep! I have to watch my teleseryessss
neg	@DaveDeRoo hardly :/ some of my furniture is being shipped from who knows where and is backordered  I may cancel and shop local.
neg	right have to hand computer back to husband if I want the telly.    I might go on my phone in the ad breaks.  Laters! xx
neg	@GummyBearBoy i do not i did call u i swear  and u cant even call me back meanie
neg	@BeautiifuLGirL they always say it doesn't work 
neg	@NeonBlueTornado AHHA . i kinda... hate the movie... sorry  but i like the books more.wow my mom found me asleep on the floor justnow ROFL
neg	How heroes must work: sylar must become evil  and elle must die which will spur such evil.
neg	@MoreSynthPlease  get betterrrrr!!!!! we have a date.
neg	No one uses Twitter anymore. This makes me very sad.  I don't want to go back to Facebook.
neg	i didn't clean...i over-twittered instead 
neg	@Evil_Sorceress Tehe enjoy your drink ;oD Yum@ chips! Would love some! But too fattening for me  lol I told u my german was crap lol x
neg	@SittingOnPretty awwww iWanna gooooo iDnt have a way tho.! 
neg	"@perfect_nutter DICIEMBRE! ush es q los diciembres voy a ver a mi má a California  so, dont think so... buu BUT BRING ME SOMETHING! jajaja"
neg	miserably home with the flu   
neg	"@ElizaPatricia Girl, I'm missing you like a sky without clouds. I'm all empty and blue. "
neg	straightened hair and now i am bored 
neg	"Going to bed to get my 8 hour sleep, have to be fit for painting the house and acctually running som K's! I hate going to bed so early! "
neg	Can't believe how fast the time is going. Only a week left. 
neg	@lorenhakeney do you hate @notalentrocks lory? 
neg	@officialmgnfox so sorry to hear about your cat  it must be horrible. Hope your ok x
neg	"@simonplotkin Oh mate, that is genuinely awful "
neg	@789Gathering That's too expensive 
neg	@NRay7882 why! its fun hehehe aaah i wish i could pass today 
neg	I guess this recession is real.  Freight for my truck driving husband is either &quot;feast or famine.&quot;  Definitely in a famine this month 
neg	Manual laundry time. EXHAUSTING! (And a sister who doesn't care) Washing machine? Later. -_-lll My hands are hurting 
neg	I am so over looking for houses...I feel like its never going to end   
neg	@jo_whit Boooo! Although I'm at work too. 
neg	"Oh goody, needle today "
neg	"- @BruceBrownNC I was waiting to see the baby before we named him, but never did "
neg	I really need some allergy medicine. Just KINDA bad 
neg	mole biopsy thursday afternoon...im so nervous 
neg	My daughter went out to eat and ended up getting sick to her stomach.  I hope it isn't anything serious. 
neg	@guyoseary wish i could have gone that night  but going the sunday instead!!! CANNOT WAIT 
neg	@aaronrothe http://twitpic.com/6pbhs - in that tiny bag  cruel.
neg	@LaurenHawks i thought you were supposed to ask her about me too? 
neg	@alannastar haha I'm one of those people  I have a neg9 lancer the smoke would destroy the interior 
neg	@Lora1967 I tried believe me!!! But my father forced me to pack up everything so.... No choice 
neg	i feel left out because the storm decided to miss morgantown 
neg	got her purse and iphone stolen last night 
neg	@LilithHecate 
neg	@ZoeyCaruso what do you want? F u! Haha jk.. Come over I'm bored! 
neg	Here at sunfest making our rounds and there's no one here 
neg	@kmichael_photog I miss being mean to you. 
neg	"@DEC66 Sadly not brass and mahogany, but that's a nice thought! Steampunk'd NAS!!  It's Chinese. "
neg	Gaaaaaaaaaah I hate finals... 
neg	Studying Financial Accounting &amp; Innovation Management.. That's basically all I'll do this week 
neg	Worried about NSO Birth Certificate application  There are 3 things that MIGHT go wrong...
neg	Dad makes such a fuss of eg booking train tickets online. Says it's generational but can't say how devs could make the experience better. 
neg	next problem - - - NO HANGING SPACE LEFT 
neg	"Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round "
neg	@softthistle *hug* 
neg	@jessehlopez12 Not yet...hopefully an app will come out for it...considering you can't even record video 
neg	"Just dropped off Carm @ the airport. Bleh, I'm not good at goodbyes. What a way to start the day "
neg	Im sooo bored  i've been striped of my computer prevliges 
neg	@Ashcoates  my tickets av been disptched on 29th.. but not arrived at work.. it wasnt a good idea 2get them sent ot work was it? OH NO!!!
neg	"God I rock at cross-checking data, references, and citations.  Too bad doing that doesn't make 1negnegk a year "
neg	"At parental home for a flying visit. Little sister being her usual self, not making me feel welcome  families = difficult."
neg	Damn!! There was a bird sitting on the windowsill right next to me - by the time I'd grabbed the camera it was gone 
neg	"@eeUS We were thinking Friday, but now that we're opening up the Summit that morning, I think we're out of luck! "
neg	@babyjew HEY ily 
neg	ironing  and sippin this mojito 
neg	1neg min break almost doneee. Its been so busy today. I don't even wanna think how busy tomorrow will be 
neg	@emilycpetrie i miss your face. a lot. 
neg	cant read new moon for 27 days as i'm getting it for a birthday present  not happy
neg	"@emzii_jayne Not much really, boredddddddddd  you?"
neg	i was kidding! lets not really!!! hahaa im jst bored 
neg	Would you say &quot;hello&quot; 2 me for the 1st time?? Huuu 
neg	@magnichic it's almost overrrr... when they introduce a new town the season is always so shortt 
neg	Heading back home  It was short but  it was lots of fun!
neg	I hope the tornado doesn't come visit me tonight...  
neg	@garbetjie Guess you figured out why I'm bleak when you got my sms earlier. Kels can't come to my 21st so she can't say her speech. 
neg	@SNRKing2 I'm gonna go with too late in regards to not injuring myself this early...  
neg	everyone is in sheaps meadow but meeee 
neg	When my job says jump I jump...they own my life...they pay the bills &amp; mortgage...I'm their bitch  can't wait to get my masters
neg	Needs my 36neg back ..my life is beginning to loose all meaning 
neg	got a blog you guys might check out its called www.jely.blogg.no and it on norwaigen 
neg	@hesaidwho omg I shouldn't have clicked on that 
neg	Just finished a mountain of ironing and now feeling hot hot hot!!!! 
neg	@Lady_Lynn @deanna_raquel ahh man  ok if y'all end up doin sumthin else let me kno so I can meet y'all 2 see wht yal gone do..
neg	"is preparing Sunday presentation for emirati boss(es) ... yes, we work on Sunday, even in Bkk  (good thing it'll finish by 1negam."
neg	@little_trekker We need to talk! I feel like I haven't talked to you in ages! 
neg	@dollabillodh1b lol that's my ish right there. FUCK EM GIRL FUCK EM. problem is I anit got a girl 2 go out n do it wit.... 
neg	only 3 hrs before work and yet i cant sleep... 
neg	Going to the see @jonasbrothers today and @ddlovato so excited. But my blackberry broke AGAIN i'm so upset 
neg	is at home sick 
neg	SOS. Should I join lit soc or not. Really have no idea and I dont want to regret 
neg	 it's so ugly when non-contextual
neg	"@Bwilkins hey, I'm really sorry to hear about your grandpa. That's a horrible loss. "
neg	In your brown eyes I was feeling low 
neg	really wants to go back home to Hawai'i.... Waimanalo blues. 
neg	"rhiannon, neither am i  lol. haven't actually said a word to him since year 8. HOW DEPRESSING!.  tear, tear."
neg	Cat passed away. 1998-2negneg9. Im gonna miss that fat bastard. 
neg	I'm awake!  I'm awake.  And still tired.  
neg	"@xthemusic I know the feeling  But I don't really care, 'cause I prefer rain over hot weather ^^"
neg	Forgot her zoo card at home. Realized error after family unloaded into stroller 
neg	13 hrs. held in ER in the hospital is no fun.  and i missed my gurls funeral  RIP Heaven.
neg	doesnt want to go to work 
neg	haha I'm bored too  it sucks
neg	@TeamGiles ahhhhhhhhhhhh...yes...it's the best!  Austin rocks...I miss it so much!  I miss the hills...the outdoors period!
neg	lost my bag today 
neg	Test tweet. &amp; Facebook update.  Hopefully this gets out (Connectivity issues  )
neg	"@ScottBaybe  Pack some up and save them for Boston, and I will get you as many followers as you need."
neg	"@victimista It's over, and I'm gonna miss you too much "
neg	bored just spent pos hours curling my hair... and yes i realize its pos am... 
neg	@xokissesfromlo i know.  sorry love. he'll come arounddd!
neg	@nycgrl88  i hope not
neg	watching NYminute athome ;; myFamz ditched 
neg	eating toast yum &amp; freaking out about exam tomorrow im screwed 
neg	cute bradley. Finished working out and now celine and I are going to eat sushi at yoshi's. I think it's the posth when we go back 
neg	"       Orlando Lost  The Series. Oh Well, Maybe Phoenix, Or Boston, Or Cleveland (The Teams I Like) Will Make It Next Year!"
neg	Thoroughly DISTRAUGHT at the fact Atari will be in Europe no longer 
neg	Heading to sleep gotta get up early Yuck!! And once again I drank way to much wine tonight  I'm becoming A wino Scary!!!!
neg	@tommcfly Enjoy it! I don't have enough time to see movies. Sometimes university sucks!  Spend a good time in Chile! Argentina miss you!
neg	@ShaMonet  dats the life
neg	@rsuenaga Shucks! We'll miss you at the bon dance.   Hope you can attend the ones after that.
neg	"@heathgerhard awwww  tea sounds just as fantastic tho, so its not a total loss"
neg	Dyin to find him 
neg	@Brantanamo hoooooooooooooooooooolla! haha how are yoou?  *-* i'm going to school now  love xxxxxxxxxx
neg	"@DevinDTA yes it is. This coming week I will be internet deprived, unless I leave camping early or I can get the laptop to work there! "
neg	"im lonely  keep me company! 22 female, Corpus Christi - Texas"
neg	showered and getting ready to go and do some vacuuming FUN.  haha
neg	Power loss in Cerritos. We r in the dark. 
neg	I love my mom...never ever meant to hurt her feelings...I was just being facetious 
neg	@mattpro13 i wish i could have panera as much as you do  booo.
neg	Watchin daddy day care!!! Yay haha im so bored 
neg	@SADON_ the download is taking so long   im so impatient lol
neg	On my way to school 
neg	hey.yanks lost 
neg	 ... that's all
neg	@colbynegx  not for meee sister
neg	@aTruUrbanL no I have to study  but I'm going to the ball nxt wknd r u?
neg	manhattan see you soon.. last night ... 
neg	I can't find any good &quot;happy fathers day&quot; ecard!! 
neg	 does anybody know the statistics homework *not that I have started* nobody is answering my emails about business studies...
neg	"@JenniferStirlin 5 yass!!!! lol, no one cares to follow me "
neg	@carleazy what!!! without me???  remember follow the palm trees. don't be fooled by the decoy
neg	"@IamnotRayne Anne was beheaded  Cause she slept with her brother to get a son, cause her son with the king was miscarried :O"
neg	@ the clinic tryin to find out wats up with boo 
neg	@brandius alex is out  She's going to a &quot;baseball game&quot;
neg	@DermotCarmody twitter will be much quieter without you &amp; me babbling on. I'll have to actually do work now too 
neg	@tommygunnneg1 exactly - much better than my answer. Now I'm off to cry  LOL
neg	"@EMBlair @EMBlair Ah hell, I have those hourly "
neg	@CauseposConceit Dont laugh at me  HA!
neg	@KimKardashian Twitterberry freezes my crackberry 
neg	"@ivydee betterish. going though the stages. I feel bad, he's not actually dead yet, but i know it's coming soon "
neg	Really sad that to have a baby with medical assistance is really expensive and it's kinda criminal the prices they charge 
neg	Yesterday was 2 intense! Tryin 2 get as much rest as I can.. but my accountant is callin me &amp; I'm gonna have 2 get up soon.. 
neg	@mileycyrus Lucky you! I´ve been studiyn for I think 2 hours! I hate historyyyy! Id rather being boring 
neg	Getting ready for work nao.   Someone come see me.
neg	Lost my game....... 
neg	@sandyd33 It was a baby girl!! Little Annie O'Farrell. It was a great week but I'm stuck in Cork airport now as my flight is delayed 
neg	@nikredbull Im going there for vacation this summer so I'm gonna miss out on Steve Aoki 
neg	"Sectarian marching season  C'mon fellas, that fight was 3negneg yrs ago"
neg	is goin 2 sheffield later its probly gunna rain it always duz 
neg	its too bad I gotta miss it &amp; clean though 
neg	"@imalexevans Alex! I now feel your pain, my little brother demolished my poor Balckberry. "
neg	"someone has been playing silly buggers with my alarm clock, it said 8.3negam! and it's actually 7.3neg, so much for a lay in "
neg	can't believe london has come and gone!  britney was aaaaaammmazzzingggg!! totally love her now!
neg	No RSS love in Coast Guards new Outlook 2negneg7  http://bit.ly/PQwm
neg	@amarie226 I miss his &quot;I'm thinking of someone&quot; tweets and his tinks!  Hope he gets back here soon.    We need to talk about Saturday!
neg	@Agent_M Dude that's so sad 
neg	Pissed that Twitter didn't send ANYTHING to my phone today. I felt so disconnected to the outside world while stuck inside Kohl's 
neg	no real people have twitters..... it upsets me. only celebrities.  
neg	@misssybilsimone I knoww..  but he lived a long sucessful life...
neg	@SArmypez what can i bring 
neg	Truck rollover southbound 168 and 81st 
neg	I'm so tired but I can't fall asleep  Watching Peggy Sue Got Married...and most of my instant queue on Netflix :/
neg	just arrive home from school..err too many homeworks.. 
neg	@TimmyGotSoul LOL...NOPE ALL MINES!!! AND THA FIRST THING IMMA DO IS ORDER N SUM PIZZA BY MY LONESOME 
neg	@babyitssel yeah...it is the worst feeling 
neg	@Snuffylafagous Your classroom is too far!  TE's will never be the same. Hahaha.
neg	I have a headache 
neg	"i need coffee, but in this place that stuff is hard to come by "
neg	The Belgium waffles we're ready yet. 
neg	"@jemillahayne WHAT ?! Are you serious ?! Sometimes, I have to iron it for MY rents. "
neg	Im feeling numb yet vulnerable.but i have 2 stay focus.at least for a day.. I need a moment alone yet my friends 2 be here 
neg	i want a hermes badly!!!!!  ULTIMATE DREAM BAG
neg	@iamchrisc pleeease reply ! 
neg	Back home trying not to die. Remind me never to experiment with sushi the night bpos a cross country flight 
neg	@ilovejep I want a date night 
neg	"@Daroff Shavua tov &amp; lila tov to you too! (I think... I know what Shavua Tov means, what does Lila Tov mean?) ~feeling stupid in NYC "
neg	@MizzWorthy oh rite 
neg	@garygomusic garyyy i was just about to book bristol tickets! how come it got cancelled?  xx
neg	@nick_carter Oh I missed it!! My workings of the time zones failed me 
neg	"@stephenfry I think you've bnegrked EotL website  No info on imdb, could you summarise what it is? I assume not documentary on Victoria Line"
neg	"So so hot, football was not a good idea while stil wearing a giant beanie "
neg	Trying this hair thing. If it doesnt work... well fail. 
neg	doing sound for thesis 
neg	@alextrafford I just lost the game 
neg	"@lornayee it was strange. I really do think it was a fluke...I've been before and liked it. Chalk it up to a bad night, I guess. "
neg	@girlmitzi srsly... sounds like something's wrong 
neg	 my head hurts...!
neg	Got told off at work today. Slap on the wrist sucks  gotta get my arse in gear!
neg	i'm sad....problems with my girlfriend....  
neg	@mistersill sorry to hear that 
neg	@mordecai My first camera was #Lomo! My li'l bro spoiled it - still nostalgic 
neg	Sad  I've eaten all my easter chocolate already...
neg	Stuffy nose...cloudy head...itchy eyes 
neg	trying to psychically will @PokeyBunny to wake up and bring me a happy daze $pos breakfast special. I wish they delivered 
neg	@TamboManJoe aww are you getting teased by your YOUNGER brother hun? 
neg	"@CabotCoop Dang, *that's* what I forgot from TJ's yesterday "
neg	Damn I wish I was closer to the places I go 
neg	"Okay, I have no idea what I did, but my contact list has been erased, and I can't get it synced back on "
neg	So tired 
neg	"@Dark_vanity aww Im really sorry to hear that, "
neg	mental illess is no fun without delusions of grandeur 
neg	Just arrived at work having taken Deb to the doctors... her neck has seized up again. 
neg	"tired, not feeling so hot. "
neg	GR! my &quot;lost&quot; check card was under my blanket the whole time! too bad I ALREADY SUSPENDED THE ACCOUNT! LAME! only me 
neg	"@soaps3 Me too  I am a bad daughter, no church going for me. I hope to sleep until noon again tomorrow, lol"
neg	I can't get the iphone voice control to play INXS...  I've tried saying it and spelling it.  I have to do it by album name... 
neg	footy tournament ruined by an injury 
neg	@Nancy_Michelle oo that sounds soo good!!  I would be at work! Have a margarita for me!!!
neg	Legs are aching a lot today after that run last night 
neg	Summer kick off with suite freedom tonight? Eh.. Still shaken from that dream 
neg	Stuck in the rain  http://twitpic.com/5olb6
neg	@valenTINERZ save some food for me..im @ starving..still waiting for a bacon egg &amp; cheese 
neg	UP LIKE I AIN'T GOTTA SIT IN CLASS 2MORROW WITH DIS BORING ASS PROFESSOR!! DAMN BREAKS OVER!!     
neg	"really wishes i can not go 2 work 2day, dont enjoy it 1 bit "
neg	"Just heard the figures...$2pos,negnegneg on taxpayers dime for Obama's date night to NY city!!!! "
neg	why does my phone have no service? 
neg	im soooo sad!! i hate this feeling!! 
neg	i miss australia. i miss my friends there. my teachers. everything about it .. i wish i could go back in time 
neg	@perfectxhell unfortunatly not 
neg	I dont understand this secret code twitter sends messages in 
neg	cute black- but not the Ones..... 
neg	I didn't speed my video up you twats. 
neg	@CookiesAndJava oh dear  Hope your back's feeling a bit better now
neg	@avl9pos Not any more sadly  The 'Bool has been cut is length
neg	@nina_oliver its out of my control dear sister.. Im not driving  im dyin ova here! Lol
neg	its way too hot for soccer practice... 
neg	lost my bberry storm last night i set it on top of my car forgot and drove away. SUCKS. i saved for 3 months for that 
neg	@teamrr Hey - preview those pics before you post! That is a horrible pic of Jamie Mac in the garage! 
neg	"On the plane,about to take off from Las Vegas,on my way back to Tha D, "
neg	NOOO. We're not staying over our apartment tomorrow  WAAH.
neg	Is seriously stressing out about this drive. 
neg	Noooooooooooo!!! I just put my iPod Shuffle through the washing machine!!!! RIP Podlette!!! 
neg	Trying to enjoy my show but I keep having random coughing fits...off to go make some hot tea for my poor throat 
neg	Youtube #fail 
neg	Little brother just came home from having foot surgery and is in soo much pain and I feel horrible I can't help him 
neg	7 hours left 
neg	Sad that I'm missing nacho fest right meowwwzzz. 
neg	@supajulz omg!! you should see my face! My nose n head are proper bright red! And there's big gaps where I was wearing sunglasses!! Arghh 
neg	Boo can't make #mashedlibneg9 (( alternate automated metadata/VRE meetings take priority 
neg	Who's up twitters? I can't sleep 
neg	"@thomaselliott I cracked open this ass-coffee when I was between bags of beans, so now I feel obligated to drink it   It's drinkable."
neg	Fathers day tomorrow. I dont get to see my daddy for another week. 
neg	i really want this one person to call me. because i miss him. 
neg	I hate meeting people on campus and having to tell them I failed to graduate. Reliving the shame over and over is 'fun'. 
neg	@Antharris88 Hmmmm my daily twittascope hasn't worked 
neg	working on my task! hufp 
neg	"aww, the sky is crying right now. "
neg	@LoloNelson no i am in the desert I am not sick just sore fell off a ladder today 
neg	Noo!! never     RE:mileycyrus: plllleeeasseee vote for me for the mtv movie awards! omgosh i am a nervous wreck  ahhh
neg	@Anthd1985 WHAT!!!!!! That's crap 
neg	plane is malfunctioning 
neg	@sheila_rossow I hope it wasn't because of my cake! 
neg	@___lora your telling me 
neg	SAD  because i'm not going to watch videos until Tuesday. I'm going away. everyone stop making videos until i come back =D
neg	@rachmar aw girl i didnt read that until now.  i hope you had a good last day! youre no longer a student at that awful school!&lt;3
neg	@MCRsavedMilife hey. we havent talked in a while 
neg	I hope the minimise to tray feature is restored on #TweetDeck soon 
neg	"@stevekrzysiak Bummer of a reason for a post, though. "
neg	Taking Riyoko to get her shots 
neg	hiccups  or hiccoughs. whatever you prefer. they suck (mine are really loud and sound like i am belching every pos seconds)
neg	"@crystal Could really use a hand as 3 of my support tickets were ignored, would love to just get a real person for just one minute! HELP! "
neg	@wiccabuffy Doctors do suck  Really bad! Hope that its soon for you!
neg	@xjerx I love LA ink. And Miami. And London's ok. That Louis guy from London Ink did two of my tattoo's and they're rubbish!! 
neg	 not many traks on the trak pack the only really giood 1 is we are the champions not even something like another 1 bites the dust with it
neg	@KevinSpacey HI kevin !!! i did ask several questions but to no avail .... you ignored me 
neg	"dear leg/bone/knee, please stop throbbing. I can't sleep. "
neg	@hattiegarrisson what i didnt get any 
neg	@dreski757 nah I don't finish til next yearrrr!!!   are u stayin in the bad news after graduation?
neg	"AT WORK, MONDAY ALL OVER AGAIN.......WISH WEEEKENDS WERE LONGER  "
neg	Finished reading &quot;Seven Ancient Wonders&quot;. Still not feeling better  Wonder what's for dinner 
neg	promised she would go into central today and meet up with her drummer. Stupid central with their stupid tubes being closed 
neg	"@The_Teach oh, i wish i had free movie weekend "
neg	"Well, apparently I forgot that I'm out of melatonin...I'm probably gonna fall asleep at sunrise.  "
neg	"ALL MYSPACE PROFILE VIEWS ARE LOST AND GONE FOREVER !!!  :@ :'(  , IM IN THE SHITTEST MOOD RIGHT BOUT NOW !!"
neg	@Niish twilight is awesome &amp; I shoulda went to hepzis 
neg	"I'm totally in the mood to make buttons, but all my supplies are at home "
neg	Just got back from watching X-Men Origins:Wolverine.  Expected a little more action 
neg	SAT homework 
neg	At my dad's 
neg	Morning All - Monday morning back @ work  nice Sun outside hate being indoors wish i was drivin around today..........
neg	"kill me now,please "
neg	@Novablue ah honey.   so sorry you're sick.  xoxo.   ~slg
neg	is getting ready to take Zed to the weekend pediatric clinic.  Poor girl has a sore throat 
neg	@iamlauren we're the same.... only i think i have fever 
neg	oh and btw @Grandpa_Cooper died a long time ago 
neg	"Bummed   going to miss another #tweetea , wondering how to be in two places at once"
neg	just wants this sick feelin to goe away.. 
neg	Oh godd... finally stopped working after another 13 hour day. Tired. Finals: t=-2. This is going to get a lot worse before it gets better 
